Unnamed: 0,user_name,raw_timestamp_part_1,raw_timestamp_part_2,cvtd_timestamp,new_window,num_window,roll_belt,pitch_belt,yaw_belt,total_accel_belt,kurtosis_roll_belt,kurtosis_picth_belt,kurtosis_yaw_belt,skewness_roll_belt,skewness_roll_belt.1,skewness_yaw_belt,max_roll_belt,max_picth_belt,max_yaw_belt,min_roll_belt,min_pitch_belt,min_yaw_belt,amplitude_roll_belt,amplitude_pitch_belt,amplitude_yaw_belt,var_total_accel_belt,avg_roll_belt,stddev_roll_belt,var_roll_belt,avg_pitch_belt,stddev_pitch_belt,var_pitch_belt,avg_yaw_belt,stddev_yaw_belt,var_yaw_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,var_accel_arm,avg_roll_arm,stddev_roll_arm,var_roll_arm,avg_pitch_arm,stddev_pitch_arm,var_pitch_arm,avg_yaw_arm,stddev_yaw_arm,var_yaw_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,kurtosis_roll_arm,kurtosis_picth_arm,kurtosis_yaw_arm,skewness_roll_arm,skewness_pitch_arm,skewness_yaw_arm,max_roll_arm,max_picth_arm,max_yaw_arm,min_roll_arm,min_pitch_arm,min_yaw_arm,amplitude_roll_arm,amplitude_pitch_arm,amplitude_yaw_arm,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,kurtosis_roll_dumbbell,kurtosis_picth_dumbbell,kurtosis_yaw_dumbbell,skewness_roll_dumbbell,skewness_pitch_dumbbell,skewness_yaw_dumbbell,max_roll_dumbbell,max_picth_dumbbell,max_yaw_dumbbell,min_roll_dumbbell,min_pitch_dumbbell,min_yaw_dumbbell,amplitude_roll_dumbbell,amplitude_pitch_dumbbell,amplitude_yaw_dumbbell,total_accel_dumbbell,var_accel_dumbbell,avg_roll_dumbbell,stddev_roll_dumbbell,var_roll_dumbbell,avg_pitch_dumbbell,stddev_pitch_dumbbell,var_pitch_dumbbell,avg_yaw_dumbbell,stddev_yaw_dumbbell,var_yaw_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,kurtosis_roll_forearm,kurtosis_picth_forearm,kurtosis_yaw_forearm,skewness_roll_forearm,skewness_pitch_forearm,skewness_yaw_forearm,max_roll_forearm,max_picth_forearm,max_yaw_forearm,min_roll_forearm,min_pitch_forearm,min_yaw_forearm,amplitude_roll_forearm,amplitude_pitch_forearm,amplitude_yaw_forearm,total_accel_forearm,var_accel_forearm,avg_roll_forearm,stddev_roll_forearm,var_roll_forearm,avg_pitch_forearm,stddev_pitch_forearm,var_pitch_forearm,avg_yaw_forearm,stddev_yaw_forearm,var_yaw_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,class
7538,roberto,1322832844,800338,02/12/2011 13:34,no,526,126.0,-43.5,164.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,-0.15,49,44,-161,162,600,-305,-17.7,-70.0,9.42,33,,,,,,,,,,,-1.75,0.21,0.54,111,-148,-263,608,-160,-375,,,,,,,,,,,,,,,,64.29013781,-28.48620366,-84.71556333,,,,,,,,,,,,,,,,16,,,,,,,,,,,-0.26,0.47,0.51,-45,96,-120,-538,295,89.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,42,,,,,,,,,,,0.18,2.09,-0.49,-48,403,-36,-201,806.0,646.0,B
1503,roberto,1322832813,484296,02/12/2011 13:33,no,212,121.0,-43.8,173.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.11,-0.16,46,44,-156,168,610,-297,18.8,34.2,-34.0,16,,,,,,,,,,,1.43,-0.98,0.57,-147,-7,52,138,289,579,,,,,,,,,,,,,,,,55.29670557,-32.75178647,-90.7264065,,,,,,,,,,,,,,,,16,,,,,,,,,,,0.14,0.06,-0.16,-49,80,-120,-548,294,61.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,47,,,,,,,,,,,0.85,1.22,0.98,-61,453,-6,-275,821.0,690.0,A
15211,roberto,1322832900,152313,02/12/2011 13:35,no,608,124.0,-41.9,166.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,-0.16,50,42,-158,162,607,-302,-17.0,-12.1,-45.9,9,,,,,,,,,,,0.35,-0.53,0.87,-4,-79,36,515,73,443,,,,,,,,,,,,,,,,38.7196996,-28.25848872,-108.219444,,,,,,,,,,,,,,,,18,,,,,,,,,,,0.13,0.03,-0.11,-48,65,-152,-575,251,17.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,47,,,,,,,,,,,1.0,0.45,0.43,-337,312,47,-701,468.0,759.0,D
15046,roberto,1322832909,276312,02/12/2011 13:35,no,577,125.0,-41.9,166.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.11,-0.18,49,43,-159,160,607,-301,-33.4,-59.0,5.04,21,,,,,,,,,,,1.46,-0.82,0.95,125,-115,-112,762,-15,24,,,,,,,,,,,,,,,,66.23916378,-22.85655307,-85.60639152,,,,,,,,,,,,,,,,19,,,,,,,,,,,0.0,-0.08,-0.13,-42,114,-140,-513,345,39.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,53,,,,,,,,,,,0.9,1.94,1.1,-263,452,-30,-604,681.0,591.0,D
5315,emilio,1322489621,34696,28/11/2011 14:13,no,816,1.24,4.68,-87.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.07,-12,3,29,58,570,-415,70.2,-50.3,-15.9,31,,,,,,,,,,,1.78,-0.26,-0.07,184,72,-231,703,-111,-159,,,,,,,,,,,,,,,,84.68750663,68.1580442,-20.57804263,,,,,,,,,,,,,,,,6,,,,,,,,,,,0.22,-0.58,-0.41,37,44,-12,-289,419,291.0,-131.0,5.32,-22.1,,,,,,,,,,,,,,,,25,,,,,,,,,,,0.11,-2.71,-0.38,149,-103,167,476,-789.0,112.0,A
257,pedro,1323094972,616364,05/12/2011 14:22,no,49,127.0,27.6,0.4,20,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,-0.05,-0.44,-39,69,-176,-1,580,-392,0.94,-5.58,-107.0,2,,,,,,,,,,,-0.22,-0.21,0.15,-2,-10,22,-412,318,489,,,,,,,,,,,,,,,,-25.43096298,15.1525554,127.3028464,,,,,,,,,,,,,,,,10,,,,,,,,,,,0.48,-0.08,-0.23,15,-25,95,473,-567,-27.0,78.4,0.67,98.1,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,-0.18,-0.41,185,240,-205,-122,719.0,652.0,A
10104,emilio,1322489681,630653,28/11/2011 14:14,no,275,0.66,2.29,-88.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.0,-0.02,-6,3,23,40,569,-430,91.4,-41.3,3.2,28,,,,,,,,,,,-2.15,0.18,-0.48,145,59,-221,740,-79,-21,,,,,,,,,,,,,,,,77.05444936,-40.93519194,-63.97841737,,,,,,,,,,,,,,,,1,,,,,,,,,,,0.22,-0.08,-0.13,-4,7,-6,-493,165,265.0,170.0,11.4,-19.1,,,,,,,,,,,,,,,,25,,,,,,,,,,,-0.79,1.75,0.66,153,-28,184,503,-607.0,26.0,C
10327,carlos,1323084300,452297,05/12/2011 11:25,no,372,1.03,6.65,-93.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.0,-0.05,-19,5,18,0,601,-307,75.1,9.33,110.0,30,,,,,,,,,,,0.29,-0.21,0.18,-272,83,-91,-286,317,556,,,,,,,,,,,,,,,,-113.5347569,-23.6171527,35.86102473,,,,,,,,,,,,,,,,3,,,,,,,,,,,0.05,0.08,-0.1,-8,-31,12,-596,187,22.0,162.0,38.6,-176.0,,,,,,,,,,,,,,,,26,,,,,,,,,,,0.13,1.09,0.11,-162,18,-199,-650,58.0,394.0,C
5687,pedro,1323095001,640330,05/12/2011 14:23,no,73,122.0,27.3,-6.17,20,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56,-0.03,-0.48,-36,69,-176,-2,581,-381,144.0,-72.1,86.8,28,,,,,,,,,,,2.59,-1.85,-0.72,234,69,130,499,368,274,,,,,,,,,,,,,,,,-102.431356,-8.554004511,53.82271488,,,,,,,,,,,,,,,,8,,,,,,,,,,,0.42,-0.88,-0.03,-7,-70,42,426,-606,-144.0,117.0,7.21,94.1,,,,,,,,,,,,,,,,34,,,,,,,,,,,0.06,0.03,-0.03,147,243,-171,-216,775.0,717.0,B
3533,javier,1322673053,842633,30/11/2011 17:10,no,417,0.91,3.93,-87.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,-0.02,-0.05,-15,2,37,41,624,-317,0.0,0.0,0.0,38,,,,,,,,,,,0.06,-0.05,-0.08,-280,159,-186,-416,435,389,,,,,,,,,,,,,,,,50.6715515,-56.55272252,-76.27193901,,,,,,,,,,,,,,,,30,,,,,,,,,,,0.45,0.14,-0.46,-159,144,-205,-533,308,59.0,55.3,-35.5,153.0,,,,,,,,,,,,,,,,33,,,,,,,,,,,0.06,-0.05,0.05,222,105,-204,120,562.0,625.0,A
6340,emilio,1322489657,399301,28/11/2011 14:14,no,254,0.7,1.38,-88.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,0.0,-0.08,-6,3,30,34,565,-419,86.0,-12.3,50.7,22,,,,,,,,,,,3.32,-1.2,-0.02,-63,206,22,405,182,494,,,,,,,,,,,,,,,,30.37772826,71.67072838,76.43902285,,,,,,,,,,,,,,,,17,,,,,,,,,,,-1.36,0.42,0.1,112,51,118,110,344,433.0,-178.0,11.9,99.1,,,,,,,,,,,,,,,,44,,,,,,,,,,,-0.55,2.31,0.9,-22,389,176,-576,1120.0,-518.0,B
9671,pedro,1323095036,164303,05/12/2011 14:23,no,102,122.0,24.7,-5.35,19,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39,-0.03,-0.44,-37,72,-170,12,589,-369,112.0,-32.6,39.5,33,,,,,,,,,,,0.5,-0.56,0.11,314,-10,71,622,152,312,,,,,,,,,,,,,,,,6.74882373,39.21143028,117.2283854,,,,,,,,,,,,,,,,9,,,,,,,,,,,0.53,-0.02,-0.21,34,6,82,536,-501,-67.0,134.0,-2.76,90.1,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.02,-0.1,-0.11,106,283,-181,-213,770.0,631.0,C
4750,jose,1322837839,980328,02/12/2011 14:57,no,678,118.0,16.0,1.44,17,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.11,-0.11,-20,60,-156,21,605,-319,-42.7,-35.3,-3.18,21,,,,,,,,,,,-1.09,0.11,0.41,129,-106,-119,728,-12,24,,,,,,,,,,,,,,,,-8.96423389,-14.97630947,139.5906005,,,,,,,,,,,,,,,,3,,,,,,,,,,,0.1,0.22,-0.08,-5,-3,33,-501,373,-159.0,22.4,2.89,-71.4,,,,,,,,,,,,,,,,9,,,,,,,,,,,-0.59,1.54,0.26,-62,51,33,-186,759.0,627.0,A
17376,jose,1322837956,16401,02/12/2011 14:59,no,167,143.0,6.61,59.3,21,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.14,-0.72,-35,42,-201,33,551,-424,-64.7,-17.8,0.65,21,,,,,,,,,,,-1.91,0.06,0.08,60,-143,-131,733,-121,12,,,,,,,,,,,,,,,,121.120116,34.22009936,10.61660445,,,,,,,,,,,,,,,,6,,,,,,,,,,,0.14,0.72,-0.08,19,53,6,-202,594,-39.0,-58.2,38.7,-140.0,,,,,,,,,,,,,,,,29,,,,,,,,,,,0.72,-2.99,-0.9,-275,-79,-3,-694,244.0,431.0,E
477,pedro,1323094983,16295,05/12/2011 14:23,no,59,123.0,26.3,-3.39,20,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39,-0.05,-0.41,-43,72,-172,6,580,-381,146.0,-3.37,76.4,18,,,,,,,,,,,1.41,-0.9,-0.28,120,50,114,101,394,533,,,,,,,,,,,,,,,,-11.7256693,17.09967307,136.2799862,,,,,,,,,,,,,,,,10,,,,,,,,,,,0.4,-0.06,-0.46,16,-11,92,519,-526,-75.0,89.7,14.6,73.4,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.21,1.48,0.23,135,285,-155,-262,779.0,700.0,A
12814,carlos,1323084326,540337,05/12/2011 11:25,no,19,1.64,6.79,-93.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-17,4,19,-1,603,-318,64.0,-54.8,17.3,20,,,,,,,,,,,-1.93,0.69,-0.54,113,22,-157,765,-200,74,,,,,,,,,,,,,,,,113.5795327,11.60307711,41.71943731,,,,,,,,,,,,,,,,5,,,,,,,,,,,0.37,0.13,-0.2,6,47,21,-496,375,-21.0,153.0,45.4,125.0,,,,,,,,,,,,,,,,41,,,,,,,,,,,0.21,1.91,0.74,-167,306,-206,-627,503.0,492.0,D
19452,pedro,1323095069,116306,05/12/2011 14:24,no,824,142.0,20.1,17.7,24,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,-0.14,-0.89,-52,60,-223,6,513,-476,63.1,-21.0,134.0,21,,,,,,,,,,,-3.53,1.2,-0.07,8,77,186,-107,360,563,,,,,,,,,,,,,,,,-91.79060997,-33.80139298,53.40098798,,,,,,,,,,,,,,,,13,,,,,,,,,,,-0.98,0.74,-0.26,-43,-103,66,150,-729,-106.0,156.0,30.7,166.0,,,,,,,,,,,,,,,,34,,,,,,,,,,,0.59,-4.06,-0.71,-70,282,-159,-701,277.0,444.0,E
404,pedro,1323094980,32316,05/12/2011 14:23,no,56,124.0,26.2,-2.4,20,,,,,,,,,,,,,,,,,,,,,,,,,,-0.55,-0.02,-0.51,-41,70,-180,1,584,-381,146.0,-16.0,38.9,32,,,,,,,,,,,1.88,-1.24,0.18,301,9,99,574,242,348,,,,,,,,,,,,,,,,-20.74846258,16.33564596,130.5227217,,,,,,,,,,,,,,,,9,,,,,,,,,,,0.53,-0.1,-0.46,15,-19,89,517,-534,-56.0,89.2,74.9,95.0,,,,,,,,,,,,,,,,25,,,,,,,,,,,-0.42,1.91,0.52,-105,174,-140,-701,443.0,616.0,A
9217,carlos,1323084287,464402,05/12/2011 11:24,no,855,1.35,6.01,-93.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.03,-13,0,27,0,601,-293,160.0,-22.9,-96.2,45,,,,,,,,,,,0.75,-0.47,-0.15,-40,-90,-434,74,-330,-492,,,,,,,,,,,,,,,,107.5739666,-46.75514651,15.0804919,,,,,,,,,,,,,,,,5,,,,,,,,,,,-0.34,1.46,0.57,-21,41,7,-574,260,-65.0,-179.0,51.7,-138.0,,,,,,,,,,,,,,,,23,,,,,,,,,,,-0.45,3.39,1.35,-124,-24,-184,-517,-218.0,345.0,B
19610,roberto,1322832937,204334,02/12/2011 13:35,no,864,156.0,-32.0,124.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.06,-0.25,71,53,-230,171,502,-478,-81.2,-42.8,48.9,31,,,,,,,,,,,-2.25,0.24,1.49,74,-125,-266,558,-127,-424,,,,,,,,,,,,,,,,51.74009925,-29.39960556,-96.03207178,,,,,,,,,,,,,,,,20,,,,,,,,,,,0.48,-0.43,-0.79,-58,99,-164,-567,241,44.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,37,,,,,,,,,,,1.38,-2.94,-0.52,-193,307,8,-699,229.0,596.0,E
10412,carlos,1323084304,32383,05/12/2011 11:25,no,376,0.83,4.87,-92.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.06,-0.05,-2,4,29,-2,603,-315,74.1,4.83,115.0,31,,,,,,,,,,,0.1,-0.02,-0.08,-264,110,-87,-266,325,556,,,,,,,,,,,,,,,,-142.9525356,7.250530353,12.10315973,,,,,,,,,,,,,,,,4,,,,,,,,,,,0.13,0.06,-0.2,3,-41,5,-593,193,16.0,133.0,31.8,117.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.42,2.54,0.92,-30,313,-162,-609,629.0,703.0,C
19589,carlos,1323084339,912289,05/12/2011 11:25,no,847,9.05,3.35,-91.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.03,0.1,-12,10,-14,18,540,-419,66.1,15.0,89.8,29,,,,,,,,,,,0.61,-0.22,0.23,-237,138,-60,-204,343,558,,,,,,,,,,,,,,,,107.2638546,-1.909821051,49.77232237,,,,,,,,,,,,,,,,5,,,,,,,,,,,-0.37,0.88,0.33,-1,46,25,-564,255,5.0,-148.0,8.74,-46.2,,,,,,,,,,,,,,,,49,,,,,,,,,,,-0.42,0.51,-0.15,245,-310,-281,413,-639.0,-286.0,E
7134,javier,1322673082,830642,30/11/2011 17:11,no,445,0.98,3.79,-87.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.02,0.02,-16,2,40,45,625,-317,0.0,0.0,0.0,36,,,,,,,,,,,-2.34,1.72,-0.75,78,21,-341,516,-181,-417,,,,,,,,,,,,,,,,82.72998012,-39.32351781,-59.19278499,,,,,,,,,,,,,,,,30,,,,,,,,,,,-0.11,1.51,0.41,-114,219,-166,-238,559,69.0,179.0,30.0,-104.0,,,,,,,,,,,,,,,,46,,,,,,,,,,,0.64,0.35,0.71,-24,-349,-282,-72,-639.0,-45.0,B
14100,carlos,1323084314,228348,05/12/2011 11:25,no,386,1.35,7.75,-93.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.0,0.0,-19,3,20,3,594,-315,71.0,2.05,75.3,27,,,,,,,,,,,2.46,-0.93,0.36,-212,155,53,10,260,603,,,,,,,,,,,,,,,,45.81903823,14.79814607,-108.574654,,,,,,,,,,,,,,,,1,,,,,,,,,,,-0.14,0.53,-0.08,2,6,-12,-525,327,-2.0,137.0,5.25,92.2,,,,,,,,,,,,,,,,47,,,,,,,,,,,0.08,-1.62,-0.2,42,400,-219,-193,700.0,410.0,D
5735,pedro,1323095003,812290,05/12/2011 14:23,no,75,123.0,26.7,-5.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,-0.58,-0.02,-0.44,-42,73,-180,-6,577,-382,171.0,-40.3,39.0,32,,,,,,,,,,,2.54,-1.89,-0.54,305,64,40,686,222,100,,,,,,,,,,,,,,,,-87.09851161,-20.2177544,65.85504008,,,,,,,,,,,,,,,,11,,,,,,,,,,,0.79,-0.67,-0.41,-21,-80,64,368,-649,-162.0,113.0,14.9,82.5,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.05,2.07,1.02,115,325,-125,-324,803.0,852.0,B
17111,jose,1322837944,192412,02/12/2011 14:59,no,156,138.0,10.5,46.3,20,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.18,0.26,-20,58,-182,45,572,-396,-49.0,31.7,-103.0,31,,,,,,,,,,,0.21,-0.48,0.98,-295,-70,-56,-361,244,607,,,,,,,,,,,,,,,,-104.106376,-48.55481796,-19.49543261,,,,,,,,,,,,,,,,12,,,,,,,,,,,0.02,1.04,-0.51,-53,-98,-22,-501,362,-27.0,-57.0,34.0,-159.0,,,,,,,,,,,,,,,,42,,,,,,,,,,,-0.59,2.36,0.0,-402,-62,23,-657,101.0,346.0,E
1051,roberto,1322832786,788279,02/12/2011 13:33,no,191,127.0,-42.8,167.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,0.13,-0.23,50,42,-160,185,588,-335,46.7,32.9,-173.0,25,,,,,,,,,,,0.26,-0.5,0.84,-242,-52,3,-181,275,629,,,,,,,,,,,,,,,,46.04311595,-30.07356691,-100.7443985,,,,,,,,,,,,,,,,17,,,,,,,,,,,0.18,0.1,-0.11,-48,72,-137,-570,235,57.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,42,,,,,,,,,,,1.14,0.53,0.67,-13,403,-68,-113,711.0,327.0,A
688,pedro,1323094996,212412,05/12/2011 14:23,no,68,124.0,26.4,-4.11,20,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43,-0.03,-0.46,-41,68,-179,0,571,-388,-23.9,-11.3,-88.4,16,,,,,,,,,,,1.43,-0.83,0.02,107,56,98,8,418,513,,,,,,,,,,,,,,,,-24.09445469,17.99343624,126.7911458,,,,,,,,,,,,,,,,9,,,,,,,,,,,0.55,0.0,-0.26,15,-20,80,528,-528,-101.0,115.0,18.5,84.1,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.08,0.8,0.0,62,302,-181,-313,790.0,684.0,A
11039,javier,1322673111,134680,30/11/2011 17:11,no,471,1.37,3.51,-87.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,0.0,-0.02,-12,4,35,52,625,-322,0.0,0.0,0.0,34,,,,,,,,,,,2.15,-1.35,1.33,-250,194,-92,-171,435,482,,,,,,,,,,,,,,,,61.24852517,-51.58835739,-71.12652501,,,,,,,,,,,,,,,,28,,,,,,,,,,,0.03,0.35,0.15,-133,155,-176,-531,306,75.0,130.0,17.1,133.0,,,,,,,,,,,,,,,,45,,,,,,,,,,,1.22,-4.7,0.03,148,392,-131,-519,727.0,774.0,C
18147,javier,1322673150,978668,30/11/2011 17:12,yes,505,-5.73,-0.52,-85.9,4,-1.255676,-0.687214,,-0.298327,-0.038884,,-78.7,6.0,-1.3,-85.9,1.0,-1.3,7.2,5.0,0.0,1.5,4.1,5.1,26.3,-2.2,2.6,6.5,-81.9,2.4,5.55,-0.1,-0.05,0.07,-9,-18,36,36,635,-305,0.0,0.0,0.0,14,0.1658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,-0.05,0.0,-26,131,-27,411,177,512,,,0.30684,,,-1.51526,0.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,1.0,71.1,-44.5,-67.3,1.2571,-0.8155,,-0.2391,0.6167,,-26.8,-39.9,1.3,-63.3,-100.2,1.3,36.44,60.26,0.0,28,5.5833,59.6795,23.1986,538.1733,-45.8461,6.881,47.3484,-74.5964,18.1698,330.1414,-0.19,1.77,-0.77,-118,179,-171,-490,355,84.0,146.0,2.76,110.0,0.3633,-2.0028,,-1.2656,0.1343,,23.8,178.0,0.4,2.8,-178.0,0.4,21.04,356.0,0.0,37,64.04082,160.89796,9.56827,91.55187,17.68163,5.91994,35.04564,-10.14286,150.94508,22784.41667,-1.01,5.33,0.13,104,295,-177,-506,751.0,866.0,E
2743,carlos,1323084245,600430,05/12/2011 11:24,no,328,1.15,7.0,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,0.02,-0.02,-16,2,26,-2,603,-313,-141.0,5.0,-171.0,34,,,,,,,,,,,0.0,0.0,-0.02,-289,111,-123,-370,338,512,,,,,,,,,,,,,,,,117.5199765,11.095957,37.80477038,,,,,,,,,,,,,,,,3,,,,,,,,,,,0.03,0.08,0.21,3,25,10,-520,352,-40.0,13.3,-63.5,-137.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.02,-0.02,-0.05,191,209,-216,-16,665.0,473.0,A
14815,roberto,1322832891,892367,02/12/2011 13:34,no,566,125.0,-41.8,165.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.11,-0.13,47,45,-156,163,611,-314,-14.2,30.4,-82.6,26,,,,,,,,,,,-0.61,-0.16,0.54,-257,-21,20,-198,296,601,,,,,,,,,,,,,,,,46.42475286,-35.01952836,-97.14791305,,,,,,,,,,,,,,,,18,,,,,,,,,,,0.26,0.1,-0.05,-59,77,-142,-551,287,40.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,46,,,,,,,,,,,0.61,2.33,0.85,16,446,-2,-243,807.0,679.0,D
13265,pedro,1323095057,164381,05/12/2011 14:24,no,120,122.0,25.1,-5.4,20,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,-0.05,-0.48,-38,70,-174,6,581,-376,-4.15,21.9,-31.7,31,,,,,,,,,,,-1.3,0.13,0.18,230,4,192,365,208,529,,,,,,,,,,,,,,,,-64.12576548,-2.894938511,92.8665003,,,,,,,,,,,,,,,,11,,,,,,,,,,,0.66,-0.1,-0.44,-3,-62,83,434,-601,-98.0,141.0,43.4,132.0,,,,,,,,,,,,,,,,34,,,,,,,,,,,0.37,0.08,0.0,-176,214,-189,-689,431.0,489.0,D
10556,carlos,1323084310,956336,05/12/2011 11:25,no,381,1.82,6.99,-92.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.02,-0.02,-16,1,18,5,592,-313,69.9,7.92,62.8,22,,,,,,,,,,,2.36,-0.93,-0.05,-159,146,11,189,235,592,,,,,,,,,,,,,,,,-133.1364684,-22.3917434,8.336563652,,,,,,,,,,,,,,,,4,,,,,,,,,,,0.18,0.03,-0.1,-8,-35,3,-582,219,9.0,142.0,2.14,93.8,,,,,,,,,,,,,,,,44,,,,,,,,,,,-0.14,-0.95,-0.21,18,369,-222,-219,695.0,382.0,C
2008,emilio,1322489631,994678,28/11/2011 14:13,yes,232,0.77,3.34,-87.8,3,2.304744,-1.146729,,-0.083956,-0.946756,,-87.6,3.0,2.3,-87.8,2.0,2.3,0.2,1.0,0.0,0.2,1.2,0.4,0.2,2.9,0.6,0.3,-87.7,0.0,0.0,0.02,0.0,0.0,-10,2,30,41,572,-417,77.2,-21.5,46.9,18,111.4061,98.6582,18.0534,325.9251,-35.1091,5.4239,29.4182,-2.9502,35.6428,1270.4086,2.62,-0.95,0.18,-1,177,-24,522,123,400,0.43691,-1.33741,-1.37088,1.05653,0.18154,0.37155,-21.2,62.7,46.0,-42.2,-51.0,14.0,21.0,113.7,32.0,42.1,18.0,110.8,1.9119,-0.2706,,-1.1863,0.164,,86.5,115.0,1.9,-5.1,-12.9,1.9,91.57,127.88,0.0,4,3.1057,70.2263,21.9603,482.2545,54.4721,18.5138,342.7607,51.5443,31.3199,980.9382,0.16,-0.64,-0.2,7,16,35,-348,294,342.0,163.0,9.1,94.8,-1.2786,-1.3372,,-0.0063,0.3372,,9.1,94.8,-1.3,-8.2,-59.8,-1.3,17.25,154.6,0.0,37,31.75892,-3.29091,168.79921,28493.17306,-0.38473,5.18208,26.854,3.39782,52.36295,2741.87863,-0.32,-1.57,0.38,-43,303,186,-562,1120.0,-534.0,A
19294,javier,1322673144,834725,30/11/2011 17:12,no,780,0.81,6.53,-88.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.03,0.1,-14,-3,43,55,635,-299,0.0,0.0,0.0,14,,,,,,,,,,,0.03,-0.03,0.02,5,131,-26,468,164,470,,,,,,,,,,,,,,,,52.69547586,-52.29189747,-78.30746726,,,,,,,,,,,,,,,,29,,,,,,,,,,,0.39,0.14,-0.38,-143,144,-202,-528,308,67.0,133.0,-3.54,86.6,,,,,,,,,,,,,,,,32,,,,,,,,,,,0.08,-0.31,-0.25,178,187,-185,-97,734.0,696.0,E
5313,emilio,1322489624,902662,28/11/2011 14:13,no,815,1.53,4.51,-87.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.0,-8,3,24,57,573,-429,75.1,23.1,97.6,30,,,,,,,,,,,0.39,0.06,-0.36,-216,166,-111,-346,285,551,,,,,,,,,,,,,,,,-100.528936,-21.26789693,51.49809631,,,,,,,,,,,,,,,,1,,,,,,,,,,,0.14,-0.24,-0.25,-3,-12,7,-408,252,342.0,149.0,-3.85,128.0,,,,,,,,,,,,,,,,35,,,,,,,,,,,-0.14,-0.37,0.31,-82,266,201,-692,1180.0,-561.0,A
